word,old_excess_score,old_sig_bonferroni,old_direction,ai_doc_count,human_doc_count,p_ai,q_human,ratio_r,delta,r_ci_low,r_ci_high,delta_ci_low,delta_ci_high,chi2_doc,p_value,q_fdr,p_bonferroni,sig_fdr,sig_bonferroni,new_direction,survives_fdr,survives_bonferroni,survives_ci
既存,-0.3791,False,deficit,20,114,0.059829,0.164051,0.3647,-0.104222,0.2181,0.5337,-0.139865,-0.069947,22.482,2.1212145032091565e-06,1.2191553663495629e-05,0.0035721252234042194,True,True,deficit,True,True,True
平均,-0.3791,False,deficit,11,34,0.034188,0.049929,0.6847,-0.015741,0.3493,1.2396,-0.038549,0.009909,1.2799,0.257926788339638,0.3767118053460108,1.0,False,False,deficit,False,False,False
プログラム-program,-0.3819,False,deficit,21,131,0.062678,0.188302,0.3329,-0.125624,0.1997,0.4827,-0.162686,-0.088563,29.448,5.743792452447845e-08,4.1159772297541154e-07,9.67254648992217e-05,True,True,deficit,True,True,True
投資,-0.3833,False,deficit,6,25,0.019943,0.03709,0.5377,-0.017147,0.2101,1.0822,-0.035672,0.0028,2.198,0.1381938247526436,0.2233381966251937,1.0,False,False,deficit,False,False,False
場合,-0.3843,True,deficit,151,505,0.433048,0.721826,0.5999,-0.288778,0.5192,0.6792,-0.354329,-0.227509,82.4725,1.0714869522440134e-19,3.4699692838056126e-18,1.8043840275789184e-16,True,True,deficit,True,True,True
インスタンス-instance,-0.3847,False,deficit,18,52,0.054131,0.075606,0.716,-0.021475,0.4062,1.1565,-0.052835,0.009845,1.6091,0.20462453295381428,0.3109997414207791,1.0,False,False,deficit,False,False,False
顧客,-0.3853,False,deficit,12,63,0.037037,0.091298,0.4057,-0.054261,0.2048,0.6542,-0.08419,-0.025759,10.0962,0.00148579100429884,0.004359010542228652,1.0,True,False,deficit,True,False,True
フォロー-follow,-0.3871,False,deficit,6,31,0.019943,0.045649,0.4369,-0.025706,0.1576,0.8559,-0.0471,-0.005699,4.2897,0.03834452988405372,0.075611461738579,1.0,False,False,deficit,False,False,True
背景,-0.3899,False,deficit,14,77,0.042735,0.11127,0.3841,-0.068535,0.1997,0.6019,-0.101325,-0.039977,13.5733,0.0002294215705903168,0.0008326420794700291,0.38634592487409347,True,False,deficit,True,False,True
リアル-real,-0.3899,False,deficit,13,42,0.039886,0.061341,0.6502,-0.021455,0.3329,1.1337,-0.045741,0.007043,2.017,0.15554445697532818,0.24637720934258386,1.0,False,False,deficit,False,False,False
公式,-0.391,False,deficit,23,129,0.068376,0.185449,0.3687,-0.117073,0.2263,0.5448,-0.156992,-0.077138,25.5479,4.315435128517345e-07,2.7423368892163054e-06,0.0007267192756423209,True,True,deficit,True,True,True
UI,-0.391,False,deficit,13,67,0.039886,0.097004,0.4112,-0.057118,0.2022,0.6848,-0.084249,-0.027173,10.5558,0.0011582312770548706,0.003501726158995336,1.0,True,False,deficit,True,False,True
伴う,-0.3938,False,deficit,9,57,0.02849,0.082739,0.3443,-0.054249,0.1611,0.5918,-0.081341,-0.027169,11.368,0.0007472161879291105,0.0023608106200236813,1.0,True,False,deficit,True,False,True
冒頭,-0.3938,False,deficit,5,34,0.017094,0.049929,0.3424,-0.032835,0.1246,0.6866,-0.052794,-0.011457,6.7408,0.009423470712467234,0.022414017909314722,1.0,True,False,deficit,True,False,True
行動,-0.3952,False,deficit,6,38,0.019943,0.055635,0.3585,-0.035692,0.1393,0.6833,-0.057086,-0.014314,7.1194,0.007625602046683557,0.018692159893180654,1.0,True,False,deficit,True,False,True
又,-0.3953,True,deficit,110,428,0.316239,0.611983,0.5167,-0.295744,0.4359,0.6035,-0.355675,-0.234412,81.2732,1.9657769103330875e-19,6.2459779566055086e-18,3.3103683170009197e-16,True,True,deficit,True,True,True
ノウハウ,-0.3964,False,deficit,6,24,0.019943,0.035663,0.5592,-0.01572,0.2219,1.0989,-0.032878,0.002809,1.8915,0.169027863270161,0.2635582608768066,1.0,False,False,deficit,False,False,False
JavaScript,-0.3974,False,deficit,12,37,0.037037,0.054208,0.6832,-0.017171,0.3398,1.1749,-0.041398,0.008474,1.4155,0.2341374508386224,0.3503516072008468,1.0,False,False,deficit,False,False,False
回す,-0.3996,False,deficit,8,37,0.025641,0.054208,0.473,-0.028567,0.2048,0.8739,-0.05138,-0.005712,4.4142,0.0356414236645243,0.070778487560211,1.0,False,False,deficit,False,False,True
ポート-port,-0.4001,False,deficit,10,46,0.031339,0.067047,0.4674,-0.035708,0.2219,0.841,-0.059982,-0.008624,5.6613,0.017343148572641028,0.03827766998208059,1.0,True,False,deficit,True,False,True
E,-0.4035,False,deficit,20,66,0.059829,0.095578,0.626,-0.035749,0.3672,0.9653,-0.068539,-0.002963,3.8012,0.05121713240704754,0.09812246982192044,1.0,False,False,deficit,False,False,True
見付ける,-0.4054,False,deficit,18,104,0.054131,0.149786,0.3614,-0.095655,0.2092,0.5488,-0.131345,-0.058589,20.5067,5.942433795801691e-06,3.0324419733727416e-05,0.010007058512130048,True,True,deficit,True,True,True
feature,-0.406,False,deficit,17,33,0.051282,0.048502,1.0573,0.00278,0.5937,1.7752,-0.0243,0.02986,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
リスト-list,-0.4061,False,deficit,16,93,0.048433,0.134094,0.3612,-0.085661,0.1939,0.5447,-0.118459,-0.05431,18.1208,2.0732545125448803e-05,9.385377954638652e-05,0.034913605991255786,True,True,deficit,True,True,True
サイト-site,-0.409,False,deficit,44,173,0.128205,0.248217,0.5165,-0.120012,0.3744,0.6744,-0.16564,-0.072914,20.2501,6.794933613335671e-06,3.375418349515419e-05,0.011442668204857271,True,True,deficit,True,True,True
Linux,-0.409,False,deficit,21,61,0.062678,0.088445,0.7087,-0.025767,0.4341,1.1021,-0.057182,0.007066,2.0256,0.15467138532264924,0.24526046410860766,1.0,False,False,deficit,False,False,False
テーマ-theme,-0.409,False,deficit,7,43,0.022792,0.062767,0.3631,-0.039975,0.1377,0.6809,-0.06278,-0.015753,7.9406,0.004833713699682899,0.0126005787465418,1.0,True,False,deficit,True,False,True
container,-0.409,False,deficit,2,14,0.008547,0.021398,0.3994,-0.012851,0.111,0.9986,-0.025682,-1.6e-05,2.2927,0.1299794756724789,0.21230401264059598,1.0,False,False,deficit,False,False,True
次元,-0.409,False,deficit,5,24,0.017094,0.035663,0.4793,-0.018569,0.1536,0.9986,-0.038525,-4.1e-05,2.7705,0.0960171464497629,0.16415520266132055,1.0,False,False,deficit,False,False,True
同時,-0.4123,False,deficit,18,105,0.054131,0.151213,0.358,-0.097081,0.2121,0.5487,-0.131302,-0.061447,20.9789,4.6437787212689166e-06,2.451449331227854e-05,0.007820123366616855,True,True,deficit,True,True,True
因る,-0.4126,True,deficit,110,419,0.316239,0.599144,0.5278,-0.282905,0.4396,0.6126,-0.342726,-0.225849,74.3019,6.7037861185183796e-18,1.8815293039308254e-16,1.1289175823584952e-14,True,True,deficit,True,True,True
番号,-0.4126,False,deficit,26,76,0.076923,0.109843,0.7003,-0.03292,0.4408,1.0396,-0.069982,0.004125,2.7486,0.09733797298637023,0.1660761362806965,1.0,False,False,deficit,False,False,False
体験,-0.4135,False,deficit,16,75,0.048433,0.108417,0.4467,-0.059983,0.2496,0.7154,-0.092809,-0.027201,10.3609,0.0012871574021309866,0.003838163238553184,1.0,True,False,deficit,True,False,True
タイトル-title,-0.4138,False,deficit,11,65,0.034188,0.094151,0.3631,-0.059963,0.1844,0.6029,-0.085641,-0.031457,12.2147,0.0004741433245520806,0.0015937272625662748,0.7984573585457037,True,False,deficit,True,False,True
アップロード-upload,-0.415,False,deficit,6,42,0.019943,0.061341,0.3251,-0.041398,0.1248,0.6462,-0.061365,-0.017167,8.8663,0.0029049096763113054,0.007993248194294507,1.0,True,False,deficit,True,False,True
及び,-0.4163,False,deficit,21,126,0.062678,0.18117,0.346,-0.118492,0.2118,0.5038,-0.155569,-0.08002,26.9192,2.1214117006923867e-07,1.3954911343617106e-06,0.0003572457303965979,True,True,deficit,True,True,True
負荷,-0.4163,False,deficit,18,62,0.054131,0.089872,0.6023,-0.035741,0.3328,0.963,-0.064286,-0.002959,4.061,0.04388529116085802,0.08522528768877251,1.0,False,False,deficit,False,False,True
格納,-0.4163,False,deficit,18,77,0.054131,0.11127,0.4865,-0.057139,0.2816,0.7418,-0.091351,-0.025783,9.0287,0.002657695086311338,0.0073732430401125095,1.0,True,False,deficit,True,False,True
部分,-0.4166,True,deficit,62,267,0.179487,0.382311,0.4695,-0.202824,0.3658,0.5874,-0.255541,-0.148624,44.314,2.7970772238990035e-11,3.3406227269829233e-10,4.710278045045922e-08,True,True,deficit,True,True,True
応答,-0.4171,False,deficit,6,40,0.019943,0.058488,0.341,-0.038545,0.1302,0.6462,-0.059935,-0.015741,7.9829,0.004722180500355517,0.012367265882735132,1.0,True,False,deficit,True,False,True
組み合わせ,-0.4175,False,deficit,16,53,0.048433,0.077033,0.6287,-0.0286,0.363,0.9986,-0.057098,-8.9e-05,2.9492,0.08591784127686138,0.15143975617030525,1.0,False,False,deficit,False,False,True
素早い,-0.418,False,deficit,8,34,0.025641,0.049929,0.5136,-0.024288,0.2124,0.9256,-0.047092,-0.002902,3.3761,0.06614776340524461,0.12267933213043164,1.0,False,False,deficit,False,False,True
側,-0.4185,False,deficit,42,199,0.122507,0.285307,0.4294,-0.1628,0.3109,0.5821,-0.206969,-0.112884,34.6885,3.869113776828267e-09,3.3242793878463275e-08,6.515587600178802e-06,True,True,deficit,True,True,True
Access,-0.4193,False,deficit,4,15,0.014245,0.022825,0.6241,-0.00858,0.1997,1.398,-0.022837,0.007096,0.8107,0.3679066247747994,0.5018078175436471,1.0,False,False,deficit,False,False,False
ネック-neck,-0.421,False,deficit,6,25,0.019943,0.03709,0.5377,-0.017147,0.1997,1.0651,-0.035684,0.001394,2.198,0.1381938247526436,0.2233381966251937,1.0,False,False,deficit,False,False,False
両方,-0.4221,False,deficit,10,75,0.031339,0.108417,0.2891,-0.077078,0.1409,0.4993,-0.104174,-0.047132,18.3198,1.8675643410089753e-05,8.687785497953354e-05,0.031449783502591144,True,True,deficit,True,True,True
推進,-0.4234,False,deficit,8,41,0.025641,0.059914,0.428,-0.034273,0.1948,0.7731,-0.057086,-0.011426,5.9111,0.01504617343239951,0.03364907843314844,1.0,True,False,deficit,True,False,True
増加,-0.4234,False,deficit,10,48,0.031339,0.0699,0.4483,-0.038561,0.208,0.7833,-0.062788,-0.014322,6.4078,0.011361780508853263,0.026318072045266705,1.0,True,False,deficit,True,False,True
止める,-0.4234,False,deficit,10,56,0.031339,0.081312,0.3854,-0.049973,0.1722,0.6391,-0.075651,-0.024312,9.6218,0.0019227623447024623,0.0054694793724306525,1.0,True,False,deficit,True,False,True
字,-0.4234,False,deficit,10,12,0.031339,0.018545,1.6899,0.012794,0.7352,3.773,-0.005735,0.034211,0.9808,0.3220070813542859,0.4503819975088185,1.0,False,False,excess,False,False,False
関する,-0.4238,True,deficit,26,249,0.076923,0.356633,0.2157,-0.27971,0.1438,0.2968,-0.322486,-0.236887,94.1496,2.92557315108074e-22,1.2316662966049917e-20,4.926665186419967e-19,True,True,deficit,True,True,True
使う,-0.4241,True,deficit,129,551,0.37037,0.787447,0.4703,-0.417076,0.4059,0.5406,-0.474077,-0.357175,177.307,1.8769129200830762e-40,3.9509016967748757e-38,3.1607213574199006e-37,True,True,deficit,True,True,True
無し,-0.428,False,deficit,11,79,0.034188,0.114123,0.2996,-0.079935,0.1498,0.5067,-0.108453,-0.048559,18.7168,1.5164082073112857e-05,7.173121969416307e-05,0.02553631421112205,True,True,deficit,True,True,True
ジョブ-job,-0.4319,False,deficit,19,32,0.05698,0.047076,1.2104,0.009904,0.6332,2.0934,-0.020041,0.039829,0.2087,0.6478161379455543,0.7825842010762649,1.0,False,False,excess,False,False,False
release,-0.4326,False,deficit,12,21,0.037037,0.031384,1.1801,0.005653,0.5326,2.2321,-0.018569,0.02988,0.0352,0.8511832397032766,0.9512188713717121,1.0,False,False,excess,False,False,False
ハードウェア-hardware,-0.4326,False,deficit,5,32,0.017094,0.047076,0.3631,-0.029982,0.1175,0.7323,-0.049949,-0.010022,5.8865,0.01525754692263301,0.03407653715877187,1.0,True,False,deficit,True,False,True
大きい,-0.4354,False,deficit,45,213,0.131054,0.305278,0.4293,-0.174224,0.3181,0.5748,-0.22128,-0.120084,37.9286,7.338105820983225e-10,7.142988556379047e-09,1.235737020253575e-06,True,True,deficit,True,True,True
エッジ-edge,-0.4354,False,deficit,5,13,0.017094,0.019971,0.8559,-0.002877,0.2663,1.9972,-0.018553,0.014229,0.0636,0.8009090411181709,0.909461109401888,1.0,False,False,deficit,False,False,False
伝える,-0.4365,False,deficit,21,87,0.062678,0.125535,0.4993,-0.062857,0.2943,0.7456,-0.095643,-0.028661,9.7648,0.0017788528670434002,0.005120663637779635,1.0,True,False,deficit,True,False,True
生成,-0.438,True,deficit,46,183,0.133903,0.262482,0.5101,-0.128579,0.3726,0.682,-0.177037,-0.077229,22.368,2.2509594065623325e-06,1.263538546883656e-05,0.003790615640650968,True,True,deficit,True,True,True
I,-0.4396,False,deficit,3,58,0.011396,0.084165,0.1354,-0.072769,0.0399,0.2855,-0.095633,-0.051336,22.193,2.4657166297180748e-06,1.3658772383043546e-05,0.004152266804445238,True,True,deficit,True,True,True
チャンネル-channel,-0.4401,False,deficit,6,28,0.019943,0.041369,0.4821,-0.021426,0.1737,0.9155,-0.041382,-0.00289,3.1954,0.07384654961513969,0.13517129299119046,1.0,False,False,deficit,False,False,True
ライブラリー-library,-0.4413,False,deficit,32,141,0.094017,0.202568,0.4641,-0.108551,0.3112,0.6457,-0.14988,-0.065787,19.7246,8.944404299383036e-06,4.340742605233727e-05,0.015062376840161032,True,True,deficit,True,True,True
インポート-import,-0.4437,False,deficit,1,33,0.005698,0.048502,0.1175,-0.042804,0.0487,0.2699,-0.058492,-0.027112,13.2261,0.00027608255010942934,0.0009913070669174393,0.464923014384279,True,False,deficit,True,False,True
main,-0.4462,False,deficit,19,70,0.05698,0.101284,0.5626,-0.044304,0.3177,0.8801,-0.078516,-0.011467,5.7101,0.016867341804663732,0.03737447841980753,1.0,True,False,deficit,True,False,True
始まる,-0.4467,False,deficit,10,59,0.031339,0.085592,0.3661,-0.054253,0.1752,0.6063,-0.078492,-0.028592,10.907,0.0009580359158119103,0.0029440373763271114,1.0,True,False,deficit,True,False,True
存在,-0.447,True,deficit,41,230,0.119658,0.329529,0.3631,-0.209871,0.2646,0.4827,-0.25978,-0.161369,53.3738,2.757556186784351e-13,4.22156783504077e-12,4.643724618544847e-10,True,True,deficit,True,True,True
共通,-0.4496,False,deficit,16,102,0.048433,0.146933,0.3296,-0.0985,0.191,0.5154,-0.13129,-0.064292,22.3997,2.214066620781723e-06,1.2469860165205424e-05,0.0037284881893964216,True,True,deficit,True,True,True
アドバイス-advice,-0.4502,False,deficit,5,17,0.017094,0.025678,0.6657,-0.008584,0.235,1.4979,-0.024263,0.008523,0.7022,0.40204108008874717,0.5399156984539598,1.0,False,False,deficit,False,False,False
物理,-0.4525,False,deficit,6,50,0.019943,0.072753,0.2741,-0.05281,0.0951,0.5122,-0.077049,-0.028588,12.5652,0.0003929892896149635,0.0013451096823406475,0.6617939637115986,True,False,deficit,True,False,True
マップ-map,-0.4565,False,deficit,6,35,0.019943,0.051355,0.3883,-0.031412,0.1425,0.7264,-0.054212,-0.011453,5.8663,0.015433820046915205,0.034379038305562444,1.0,True,False,deficit,True,False,True
配布,-0.4582,False,deficit,8,22,0.025641,0.03281,0.7815,-0.007169,0.3443,1.4979,-0.027124,0.012782,0.3474,0.5555735703752668,0.6950861014204676,1.0,False,False,deficit,False,False,False
同期,-0.4596,False,deficit,10,59,0.031339,0.085592,0.3661,-0.054253,0.1752,0.6214,-0.081333,-0.027185,10.907,0.0009580359158119103,0.0029440373763271114,1.0,True,False,deficit,True,False,True
学ぶ,-0.4606,False,deficit,25,123,0.074074,0.17689,0.4188,-0.102816,0.2663,0.6057,-0.141296,-0.062897,20.105,7.330645946411988e-06,3.599069321795273e-05,0.012344807773757788,True,True,deficit,True,True,True
流れ,-0.461,False,deficit,18,121,0.054131,0.174037,0.311,-0.119906,0.1909,0.4623,-0.155545,-0.082841,28.9067,7.594828148403792e-08,5.30692556095933e-07,0.00012789690601911985,True,True,deficit,True,True,True
対する,-0.4613,True,deficit,78,334,0.225071,0.477889,0.471,-0.252818,0.3793,0.5859,-0.305538,-0.188716,62.2201,3.0713424839831653e-15,6.385358942009445e-14,5.17214074302765e-12,True,True,deficit,True,True,True
セクション-section,-0.4627,False,deficit,3,21,0.011396,0.031384,0.3631,-0.019988,0.0832,0.7993,-0.035676,-0.004308,3.8857,0.04869922471759267,0.09361814432012108,1.0,False,False,deficit,False,False,True
分野,-0.4647,False,deficit,8,47,0.025641,0.068474,0.3745,-0.042833,0.161,0.6969,-0.065641,-0.017163,8.3487,0.0038596865024671627,0.010317003285959844,1.0,True,False,deficit,True,False,True
何故,-0.4672,False,deficit,31,168,0.091168,0.241084,0.3782,-0.149916,0.2628,0.5205,-0.191249,-0.105725,33.8539,5.9408591065562946e-09,4.977316783801393e-08,1.00044067354408e-05,True,True,deficit,True,True,True
現場,-0.4707,False,deficit,14,61,0.042735,0.088445,0.4832,-0.04571,0.2764,0.7846,-0.071419,-0.017208,7.1238,0.007606535141112855,0.018692159893180654,1.0,True,False,deficit,True,False,True
クラウド-crowd,-0.4746,False,deficit,19,97,0.05698,0.1398,0.4076,-0.08282,0.2349,0.6033,-0.118459,-0.048608,16.021,6.264316088368356e-05,0.00025983025351754464,0.10549108292812312,True,False,deficit,True,False,True
遅い,-0.4746,False,deficit,11,53,0.034188,0.077033,0.4438,-0.042845,0.214,0.7794,-0.069933,-0.01433,7.2401,0.0071291763431320055,0.017759664144725292,1.0,True,False,deficit,True,False,True
差,-0.4746,False,deficit,7,41,0.022792,0.059914,0.3804,-0.037122,0.1536,0.7087,-0.059935,-0.015693,7.0979,0.007717373655067667,0.018889618074322604,1.0,True,False,deficit,True,False,True
文脈,-0.4746,False,deficit,4,29,0.014245,0.042796,0.3329,-0.028551,0.111,0.6947,-0.047088,-0.010018,5.9483,0.01473139809685691,0.03303285538629432,1.0,True,False,deficit,True,False,True
バック-back,-0.4769,False,deficit,21,103,0.062678,0.148359,0.4225,-0.085681,0.2538,0.6297,-0.121368,-0.04862,16.1868,5.7393142998062106e-05,0.00024102257558288428,0.09665005280873659,True,False,deficit,True,False,True
駆動,-0.481,False,deficit,8,36,0.025641,0.052782,0.4858,-0.027141,0.2048,0.8655,-0.04857,-0.005751,4.0593,0.04392847370181386,0.08522528768877251,1.0,False,False,deficit,False,False,True
対応,-0.4814,True,deficit,72,287,0.207977,0.410842,0.5062,-0.202864,0.4053,0.6285,-0.257032,-0.143011,42.374,7.538471439647765e-11,8.085850894501169e-10,1.2694785904366836e-07,True,True,deficit,True,True,True
固定,-0.4828,False,deficit,6,40,0.019943,0.058488,0.341,-0.038545,0.1331,0.6183,-0.059939,-0.018542,7.9829,0.004722180500355517,0.012367265882735132,1.0,True,False,deficit,True,False,True
其々,-0.4846,True,deficit,32,219,0.094017,0.313837,0.2996,-0.21982,0.2041,0.4032,-0.265441,-0.172753,61.6816,4.037374938356207e-15,8.191493248423918e-14,6.798939396191852e-12,True,True,deficit,True,True,True
便利,-0.485,False,deficit,21,134,0.062678,0.192582,0.3255,-0.129904,0.2052,0.4622,-0.165598,-0.09283,30.9957,2.5859806115681873e-08,1.9268988273808972e-07,4.3547913498808276e-05,True,True,deficit,True,True,True
被害,-0.486,False,deficit,5,17,0.017094,0.025678,0.6657,-0.008584,0.2219,1.4979,-0.025694,0.008519,0.7022,0.40204108008874717,0.5399156984539598,1.0,False,False,deficit,False,False,False
オフ-off,-0.486,False,deficit,5,33,0.017094,0.048502,0.3524,-0.031408,0.1175,0.6913,-0.049945,-0.011445,6.3106,0.012001677939995079,0.0276481883049955,1.0,True,False,deficit,True,False,True
最終,-0.487,False,deficit,19,136,0.05698,0.195435,0.2916,-0.138455,0.173,0.4267,-0.175513,-0.102804,35.2419,2.911921200644074e-09,2.5808817378340108e-08,4.90367530188462e-06,True,True,deficit,True,True,True
users,-0.4926,False,deficit,7,21,0.022792,0.031384,0.7262,-0.008592,0.2575,1.4426,-0.028551,0.011348,0.555,0.45629079593362565,0.5933542087661974,1.0,False,False,deficit,False,False,False
判断,-0.4934,False,deficit,16,108,0.048433,0.155492,0.3115,-0.107059,0.1762,0.4739,-0.139896,-0.072843,25.3769,4.7152215993861105e-07,2.9851252531451916e-06,0.000794043317336621,True,True,deficit,True,True,True
create,-0.4934,False,deficit,1,32,0.005698,0.047076,0.121,-0.041378,0.0476,0.2856,-0.058536,-0.024267,12.7062,0.00036445411956874515,0.001264068373516992,0.6137407373537669,True,False,deficit,True,False,True
ショット-shot,-0.4934,False,deficit,6,22,0.019943,0.03281,0.6078,-0.012867,0.2395,1.2621,-0.031412,0.00708,1.3255,0.24960272188577998,0.36614197182548214,1.0,False,False,deficit,False,False,False
増やす,-0.495,False,deficit,10,60,0.031339,0.087019,0.3601,-0.05568,0.1769,0.6064,-0.081349,-0.027161,11.3438,0.0007570230615259813,0.0023856936261222156,1.0,True,False,deficit,True,False,True
返却,-0.497,False,deficit,4,24,0.014245,0.035663,0.3994,-0.021418,0.1174,0.8685,-0.038529,-0.002894,3.8573,0.04952919673831847,0.0949967736985516,1.0,False,False,deficit,False,False,True
概要,-0.4975,False,deficit,15,128,0.045584,0.184023,0.2477,-0.138439,0.1416,0.3804,-0.174066,-0.104163,37.6939,8.276468978011142e-10,7.986551856364565e-09,1.3937573758970765e-06,True,True,deficit,True,True,True
要約,-0.4985,False,deficit,7,30,0.022792,0.044223,0.5154,-0.021431,0.1948,1.0331,-0.042816,0.001366,2.945,0.08614411877377588,0.15143975617030525,1.0,False,False,deficit,False,False,False
カテゴリー-category,-0.4999,False,deficit,9,34,0.02849,0.049929,0.5706,-0.021439,0.2496,1.0388,-0.04429,0.001409,2.5492,0.11035279486916569,0.18417651789858772,1.0,False,False,deficit,False,False,False
支援,-0.5023,False,deficit,12,51,0.037037,0.07418,0.4993,-0.037143,0.241,0.8559,-0.064218,-0.010019,5.4901,0.0191242130926695,0.04171654773064176,1.0,True,False,deficit,True,False,True
ゴール-goal,-0.5023,False,deficit,7,31,0.022792,0.045649,0.4993,-0.022857,0.2101,0.9618,-0.042812,-0.001467,3.2799,0.07013385149243943,0.1289360326564061,1.0,False,False,deficit,False,False,True
方式,-0.5023,False,deficit,8,46,0.025641,0.067047,0.3824,-0.041406,0.1636,0.6992,-0.065641,-0.017175,7.9286,0.0048659718474495335,0.012626034809098637,1.0,True,False,deficit,True,False,True
円-助数詞,-0.5023,False,deficit,1,31,0.005698,0.045649,0.1248,-0.039951,0.0499,0.3027,-0.055643,-0.022837,12.1878,0.0004810191156961889,0.0016072146643499644,0.8100361908323821,True,False,deficit,True,False,True
追加,-0.5081,True,deficit,66,304,0.190883,0.435093,0.4387,-0.24421,0.3429,0.5447,-0.301247,-0.188561,60.6593,6.7858538347801016e-15,1.3287648671825222e-13,1.1427377857769691e-11,True,True,deficit,True,True,True
個人,-0.5105,True,deficit,33,221,0.096866,0.31669,0.3059,-0.219824,0.2102,0.4126,-0.265496,-0.174224,61.1828,5.2014217831388804e-15,1.0427612241435564e-13,8.759194282805874e-12,True,True,deficit,True,True,True
NULL,-0.5117,False,deficit,14,14,0.042735,0.021398,1.9972,0.021337,0.9986,3.9943,-4.5e-05,0.044141,2.8666,0.09043451163188397,0.1574888496257421,1.0,False,False,excess,False,False,False
Model,-0.5125,False,deficit,2,14,0.008547,0.021398,0.3994,-0.012851,0.111,0.9986,-0.025725,-2e-05,2.2927,0.1299794756724789,0.21230401264059598,1.0,False,False,deficit,False,False,True
CLI,-0.5133,False,deficit,3,44,0.011396,0.064194,0.1775,-0.052798,0.0499,0.3883,-0.071339,-0.032839,14.837,0.00011721288357802733,0.0004633485820314508,0.19738649594539803,True,False,deficit,True,False,True
層,-0.5139,False,deficit,10,43,0.031339,0.062767,0.4993,-0.031428,0.2219,0.8656,-0.055664,-0.007197,4.5927,0.03210896727490853,0.06522497091790828,1.0,False,False,deficit,False,False,True
進む,-0.5142,False,deficit,14,100,0.042735,0.14408,0.2966,-0.101345,0.1664,0.4712,-0.135553,-0.067132,24.4544,7.608992913926027e-07,4.659470569836884e-06,0.001281354406705143,True,True,deficit,True,True,True
後,-0.5143,True,deficit,41,320,0.119658,0.457917,0.2613,-0.338259,0.1872,0.3435,-0.388147,-0.288304,118.0579,1.6839707566279557e-27,1.0127881264862419e-25,2.8358067541614774e-24,True,True,deficit,True,True,True
完成,-0.5164,False,deficit,8,57,0.025641,0.082739,0.3099,-0.057098,0.1402,0.5592,-0.082759,-0.031432,12.7939,0.00034774616494070163,0.001217473059792394,0.5856045417601415,True,False,deficit,True,False,True
可,-0.5175,False,deficit,4,24,0.014245,0.035663,0.3994,-0.021418,0.1328,0.8409,-0.039955,-0.004312,3.8573,0.04952919673831847,0.0949967736985516,1.0,False,False,deficit,False,False,True
要因,-0.5192,False,deficit,6,40,0.019943,0.058488,0.341,-0.038545,0.1128,0.6278,-0.061349,-0.01853,7.9829,0.004722180500355517,0.012367265882735132,1.0,True,False,deficit,True,False,True
特に,-0.5196,True,deficit,34,221,0.099715,0.31669,0.3149,-0.216975,0.2143,0.4219,-0.261161,-0.171355,59.4398,1.2609365301074848e-14,2.385861928877533e-13,2.1234171167010045e-11,True,True,deficit,True,True,True
方向,-0.5224,False,deficit,10,61,0.031339,0.088445,0.3543,-0.057106,0.1585,0.5798,-0.085633,-0.031453,11.7845,0.000597248059482255,0.0019351106880250532,1.0,True,False,deficit,True,False,True
楽,-0.5224,False,deficit,10,64,0.031339,0.092725,0.338,-0.061386,0.1536,0.5755,-0.089913,-0.032891,13.1297,0.0002906474491513881,0.0010391726207450904,0.4894503043709376,True,False,deficit,True,False,True
トランザクション-transaction,-0.5232,False,deficit,9,42,0.02849,0.061341,0.4645,-0.032851,0.2139,0.8656,-0.057094,-0.007198,5.2166,0.02237207552215332,0.04768933567000783,1.0,True,False,deficit,True,False,True
上記,-0.5272,True,deficit,40,234,0.116809,0.335235,0.3484,-0.218426,0.2486,0.4568,-0.265462,-0.172801,57.4231,3.514534941384607e-14,5.97825943564816e-13,5.918476841291678e-11,True,True,deficit,True,True,True
工数,-0.5272,False,deficit,7,39,0.022792,0.057061,0.3994,-0.034269,0.1597,0.7731,-0.055667,-0.010055,6.2777,0.012226376772096287,0.028012542155387954,1.0,True,False,deficit,True,False,True
注目,-0.5272,False,deficit,6,53,0.019943,0.077033,0.2589,-0.05709,0.107,0.4891,-0.081329,-0.034269,14.0097,0.00018187312392738524,0.0006791005336889506,0.30627434069371673,True,False,deficit,True,False,True
運営,-0.5272,False,deficit,3,37,0.011396,0.054208,0.2102,-0.042812,0.0512,0.451,-0.062788,-0.022865,11.3089,0.00077134718767571,0.0024231798367812195,1.0,True,False,deficit,True,False,True
ライフ-life,-0.5272,False,deficit,5,34,0.017094,0.049929,0.3424,-0.032835,0.1247,0.6887,-0.052806,-0.012867,6.7408,0.009423470712467234,0.022414017909314722,1.0,True,False,deficit,True,False,True
所有,-0.5272,False,deficit,3,16,0.011396,0.024251,0.4699,-0.012855,0.1248,1.2709,-0.027116,0.004251,1.9364,0.1640648946333778,0.2574886137582556,1.0,False,False,deficit,False,False,False
Playwright,-0.5272,False,deficit,4,9,0.014245,0.014265,0.9986,-2e-05,0.2853,2.5006,-0.012851,0.01281,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
