word,old_excess_score,old_sig_bonferroni,old_direction,ai_doc_count,human_doc_count,p_ai,q_human,ratio_r,delta,r_ci_low,r_ci_high,delta_ci_low,delta_ci_high,chi2_doc,p_value,q_fdr,p_bonferroni,sig_fdr,sig_bonferroni,new_direction,survives_fdr,survives_bonferroni,survives_ci
具合,-0.0633,False,deficit,19,48,0.05698,0.0699,0.8152,-0.01292,0.4584,1.2954,-0.042861,0.017001,0.5759,0.4479125207890149,0.5869919727694172,1.0,False,False,deficit,False,False,False
トリガー-trigger,-0.0687,False,deficit,10,33,0.031339,0.048502,0.6461,-0.017163,0.312,1.2126,-0.040019,0.007072,1.6035,0.20541412630046818,0.31191829458069287,1.0,False,False,deficit,False,False,False
確認,-0.074,False,deficit,132,397,0.378917,0.56776,0.6674,-0.188843,0.5768,0.7713,-0.248701,-0.126089,32.9395,9.507031011207058e-09,7.697038568688792e-08,1.6009840222872688e-05,True,True,deficit,True,True,True
レイヤー-layer,-0.0806,False,deficit,13,46,0.039886,0.067047,0.5949,-0.027161,0.3039,0.9486,-0.055671,-0.00293,3.0731,0.07959741286909867,0.14199368990631586,1.0,False,False,deficit,False,False,True
チューニング-tuning,-0.0806,False,deficit,6,17,0.019943,0.025678,0.7767,-0.005735,0.3195,1.634,-0.022841,0.011376,0.2723,0.6018142066460896,0.7386699154460751,1.0,False,False,deficit,False,False,False
チャット-chat,-0.0826,False,deficit,12,22,0.037037,0.03281,1.1288,0.004227,0.5441,2.1303,-0.017155,0.028433,0.0038,0.9508494414494203,1.0,1.0,False,False,excess,False,False,False
心理,-0.0826,False,deficit,11,29,0.034188,0.042796,0.7989,-0.008608,0.3992,1.4383,-0.030033,0.015619,0.3931,0.5306742652608771,0.6689037894455967,1.0,False,False,deficit,False,False,False
トレーニング-training,-0.083,False,deficit,9,20,0.02849,0.029957,0.951,-0.001467,0.4161,1.8725,-0.020004,0.019911,0.0044,0.9469168009740213,1.0,1.0,False,False,deficit,False,False,False
インストール-install,-0.0845,False,deficit,35,168,0.102564,0.241084,0.4254,-0.13852,0.2915,0.5765,-0.18269,-0.091429,28.4338,9.695906919896059e-08,6.610488766439256e-07,0.00016327907253104964,True,True,deficit,True,True,True
節,-0.0848,False,deficit,3,16,0.011396,0.024251,0.4699,-0.012855,0.1248,1.0754,-0.027112,0.001398,1.9364,0.1640648946333778,0.2574886137582556,1.0,False,False,deficit,False,False,False
失う,-0.0848,False,deficit,3,25,0.011396,0.03709,0.3073,-0.025694,0.0832,0.7049,-0.042808,-0.008556,5.6186,0.017771054143439657,0.03901754260437078,1.0,True,False,deficit,True,False,True
プロトコル-protocol,-0.0885,False,deficit,10,38,0.031339,0.055635,0.5633,-0.024296,0.2496,0.9993,-0.048531,-1.4e-05,2.9718,0.08472801393800321,0.14956181915261782,1.0,False,False,deficit,False,False,True
情報,-0.0894,False,deficit,143,372,0.410256,0.532097,0.771,-0.121841,0.6606,0.8834,-0.188906,-0.060454,13.6054,0.0002255343521192238,0.0008203020496085808,0.3797998489687729,True,False,deficit,True,False,True
データ-data,-0.0903,False,deficit,115,335,0.330484,0.479315,0.6895,-0.148831,0.578,0.8149,-0.211509,-0.084694,20.8294,5.020697514094483e-06,2.6110602562289902e-05,0.008454854613735109,True,True,deficit,True,True,True
生きる,-0.0907,False,deficit,5,20,0.017094,0.029957,0.5706,-0.012863,0.1871,1.1988,-0.029973,0.004282,1.4802,0.22373636540424002,0.3358039566316758,1.0,False,False,deficit,False,False,False
保管,-0.0907,False,deficit,5,20,0.017094,0.029957,0.5706,-0.012863,0.1933,1.2491,-0.029969,0.005666,1.4802,0.22373636540424002,0.3358039566316758,1.0,False,False,deficit,False,False,False
OK,-0.0952,False,deficit,20,100,0.059829,0.14408,0.4152,-0.084251,0.2538,0.6052,-0.119898,-0.051477,16.0993,6.01064282080929e-05,0.0002499240125985888,0.10121922510242845,True,False,deficit,True,False,True
先ず,-0.0966,False,deficit,91,285,0.262108,0.407989,0.6424,-0.14588,0.5195,0.7763,-0.20573,-0.087445,21.3424,3.8413673334484795e-06,2.06014732150549e-05,0.006468862589527239,True,True,deficit,True,True,True
基盤,-0.1009,False,deficit,22,53,0.065527,0.077033,0.8506,-0.011506,0.5255,1.3181,-0.042869,0.021265,0.4038,0.5251095978041522,0.6638772993259703,1.0,False,False,deficit,False,False,False
例えば,-0.1013,False,deficit,73,296,0.210826,0.42368,0.4976,-0.212854,0.3994,0.6187,-0.267069,-0.152984,46.0722,1.139756476304965e-11,1.4323506761922099e-10,1.919349906097561e-08,True,True,deficit,True,True,True
速度,-0.1032,False,deficit,18,69,0.054131,0.099857,0.5421,-0.045726,0.3194,0.8518,-0.077082,-0.012897,6.2178,0.012647409044329738,0.02889855743643321,1.0,True,False,deficit,True,False,True
複雑,-0.1041,False,deficit,43,146,0.125356,0.2097,0.5978,-0.084344,0.4287,0.8018,-0.131367,-0.040135,11.0409,0.0008912162513297955,0.0027792743837766216,1.0,True,False,deficit,True,False,True
正しい,-0.1041,False,deficit,30,105,0.088319,0.151213,0.5841,-0.062893,0.3755,0.8354,-0.104222,-0.021501,8.0423,0.004569622406224317,0.012023818956377734,1.0,True,False,deficit,True,False,True
時間,-0.1053,False,deficit,95,302,0.273504,0.43224,0.6328,-0.158735,0.5146,0.7574,-0.218593,-0.098894,24.7275,6.603527623385565e-07,4.088360484478416e-06,0.0011120340517781291,True,True,deficit,True,True,True
誤る,-0.1079,False,deficit,8,39,0.025641,0.057061,0.4494,-0.03142,0.192,0.8266,-0.054272,-0.007189,5.148,0.023273339710131218,0.04917478553558466,1.0,True,False,deficit,True,False,True
意思,-0.1079,False,deficit,8,31,0.025641,0.045649,0.5617,-0.020008,0.2282,1.0387,-0.04139,0.001374,2.4267,0.119285906077963,0.19732560494625706,1.0,False,False,deficit,False,False,False
マイクロ-micro,-0.1084,False,deficit,17,41,0.051282,0.059914,0.8559,-0.008632,0.499,1.4268,-0.034278,0.021288,0.276,0.59931991821665,0.7366822936327289,1.0,False,False,deficit,False,False,False
合格,-0.1134,False,deficit,6,14,0.019943,0.021398,0.932,-0.001455,0.3153,1.9972,-0.018557,0.015647,0.0064,0.9363797855292915,1.0,1.0,False,False,deficit,False,False,False
記事,-0.1165,False,deficit,247,486,0.706553,0.694722,1.017,0.011831,0.9309,1.1043,-0.049458,0.07025,0.0955,0.7573470117633152,0.8732376494219637,1.0,False,False,excess,False,False,False
ID,-0.1195,False,deficit,25,104,0.074074,0.149786,0.4945,-0.075712,0.3203,0.7174,-0.111371,-0.038588,12.1795,0.0004831824055711723,0.0016112458831323846,0.8136791709818542,True,False,deficit,True,False,True
表,-0.1203,False,deficit,16,80,0.048433,0.115549,0.4192,-0.067116,0.2429,0.6657,-0.098476,-0.034275,12.395,0.0004304911113852134,0.001464539457722625,0.7249470315726994,True,False,deficit,True,False,True
結合,-0.1271,False,deficit,24,79,0.071225,0.114123,0.6241,-0.042898,0.3897,0.9382,-0.078532,-0.005832,4.684,0.03044492330941306,0.06275306101964699,1.0,False,False,deficit,False,False,True
質問,-0.1284,False,deficit,31,68,0.091168,0.098431,0.9262,-0.007263,0.5991,1.3207,-0.044332,0.028369,0.1129,0.7368445925887039,0.8593118378943057,1.0,False,False,deficit,False,False,False
Step,-0.129,False,deficit,1,12,0.005698,0.018545,0.3073,-0.012847,0.111,0.7989,-0.024255,-0.002861,2.8137,0.09346362187831714,0.16093327120969944,1.0,False,False,deficit,False,False,True
パターン-pattern,-0.13,False,deficit,36,116,0.105413,0.166904,0.6316,-0.061491,0.4204,0.87,-0.102832,-0.020103,6.9473,0.008394494588472145,0.020428220934952446,1.0,True,False,deficit,True,False,True
フロー-flow,-0.1304,False,deficit,58,100,0.168091,0.14408,1.1667,0.024011,0.8586,1.561,-0.021577,0.071042,0.7832,0.37616387136609597,0.5116800964301338,1.0,False,False,excess,False,False,False
当てる,-0.1315,False,deficit,9,40,0.02849,0.058488,0.4871,-0.029998,0.235,0.8559,-0.051427,-0.005775,4.4982,0.033930941356024424,0.06778138225806066,1.0,False,False,deficit,False,False,True
プログラミング-programming,-0.1366,False,deficit,26,86,0.076923,0.124108,0.6198,-0.047185,0.4085,0.9183,-0.082817,-0.008725,5.2784,0.02159114867485035,0.04637690608220407,1.0,True,False,deficit,True,False,True
取り組む,-0.1374,False,deficit,24,81,0.071225,0.116976,0.6089,-0.045751,0.3896,0.8937,-0.078588,-0.011483,5.25,0.02194677100324683,0.046961070355105036,1.0,True,False,deficit,True,False,True
求める,-0.1382,False,deficit,30,116,0.088319,0.166904,0.5292,-0.078585,0.3418,0.7397,-0.119931,-0.038675,11.8149,0.0005875775404939676,0.001910194166393516,0.9894805781918413,True,False,deficit,True,False,True
能力,-0.1403,False,deficit,13,46,0.039886,0.067047,0.5949,-0.027161,0.3045,1.0289,-0.054245,0.001358,3.0731,0.07959741286909867,0.14199368990631586,1.0,False,False,deficit,False,False,False
知見,-0.1403,False,deficit,6,44,0.019943,0.064194,0.3107,-0.044251,0.1152,0.577,-0.068482,-0.022865,9.7676,0.0017761174188318375,0.005120663637779635,1.0,True,False,deficit,True,False,True
提供,-0.1469,False,deficit,76,236,0.219373,0.338088,0.6489,-0.118715,0.5034,0.7939,-0.175736,-0.06597,15.5187,8.169168853582562e-05,0.0003306942391690633,0.13756880349433034,True,False,deficit,True,False,True
削除,-0.15,False,deficit,69,172,0.19943,0.24679,0.8081,-0.04736,0.6373,1.0308,-0.093015,0.006808,2.8442,0.09170410504060958,0.15887830544072687,1.0,False,False,deficit,False,False,False
毎日,-0.1513,False,deficit,6,27,0.019943,0.039943,0.4993,-0.02,0.1814,0.9986,-0.039963,-3.7e-05,2.851,0.09131908548600859,0.158374191512295,1.0,False,False,deficit,False,False,True
トラッキング-tracking,-0.1557,False,deficit,5,10,0.017094,0.015692,1.0894,0.001402,0.3329,2.6629,-0.014278,0.015659,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
実際,-0.1566,False,deficit,86,320,0.247863,0.457917,0.5413,-0.210054,0.4365,0.653,-0.26992,-0.152979,43.0946,5.2156543822669504e-11,5.778396039301017e-10,8.783161979737545e-08,True,True,deficit,True,True,True
技法,-0.1594,False,deficit,3,10,0.011396,0.015692,0.7262,-0.004296,0.1816,1.9972,-0.017127,0.008531,0.2434,0.6217625173702859,0.7579485105454102,1.0,False,False,deficit,False,False,False
強み,-0.1594,False,deficit,6,27,0.019943,0.039943,0.4993,-0.02,0.1761,0.9986,-0.041382,-4.9e-05,2.851,0.09131908548600859,0.158374191512295,1.0,False,False,deficit,False,False,True
パス-pass,-0.1627,False,deficit,25,89,0.074074,0.128388,0.577,-0.054314,0.3649,0.8559,-0.089949,-0.015826,6.919,0.008528631990122326,0.02066505938326043,1.0,True,False,deficit,True,False,True
競合,-0.1627,False,deficit,15,34,0.045584,0.049929,0.913,-0.004345,0.5096,1.5692,-0.029998,0.022731,0.0669,0.7959089321548858,0.9074547337500526,1.0,False,False,deficit,False,False,False
新しい,-0.1634,False,deficit,47,209,0.136752,0.299572,0.4565,-0.16282,0.3255,0.5846,-0.21127,-0.114362,33.2729,8.00913214983743e-09,6.64402883759913e-08,1.3487378540326233e-05,True,True,deficit,True,True,True
並行,-0.1656,False,deficit,11,45,0.034188,0.065621,0.521,-0.031433,0.2348,0.8878,-0.057098,-0.005775,4.3598,0.036797656182818814,0.07281698356271078,1.0,False,False,deficit,False,False,True
実用,-0.1656,False,deficit,6,28,0.019943,0.041369,0.4821,-0.021426,0.1762,0.9587,-0.041378,-0.001463,3.1954,0.07384654961513969,0.13517129299119046,1.0,False,False,deficit,False,False,True
サイン-sign,-0.1656,False,deficit,1,17,0.005698,0.025678,0.2219,-0.01998,0.0832,0.5548,-0.032818,-0.008567,5.1508,0.02323567345313273,0.049156877003863717,1.0,True,False,deficit,True,False,True
バックグラウンド-background,-0.1725,False,deficit,5,28,0.017094,0.041369,0.4132,-0.024275,0.1479,0.8739,-0.041429,-0.004269,4.2588,0.03904635629767415,0.07663643823459589,1.0,False,False,deficit,False,False,True
採用,-0.1771,False,deficit,53,158,0.153846,0.226819,0.6783,-0.072973,0.5056,0.8877,-0.121455,-0.023104,7.5631,0.005957669358114813,0.014996584751966135,1.0,True,False,deficit,True,False,True
トークン-token,-0.1848,False,deficit,29,52,0.08547,0.075606,1.1305,0.009864,0.7564,1.725,-0.018702,0.044072,0.1354,0.7128479925210001,0.8400531976244675,1.0,False,False,excess,False,False,False
習得,-0.1848,False,deficit,5,15,0.017094,0.022825,0.7489,-0.005731,0.2496,1.7313,-0.021406,0.011372,0.3122,0.576335380355518,0.714689823651467,1.0,False,False,deficit,False,False,False
天子,-0.1848,False,deficit,3,10,0.011396,0.015692,0.7262,-0.004296,0.1816,1.9972,-0.017131,0.008531,0.2434,0.6217625173702859,0.7579485105454102,1.0,False,False,deficit,False,False,False
コスト-cost,-0.1897,False,deficit,34,149,0.099715,0.21398,0.466,-0.114265,0.3329,0.6434,-0.157021,-0.070091,20.9133,4.805367535978178e-06,2.5209467073480535e-05,0.008092238930587251,True,True,deficit,True,True,True
手段,-0.1906,False,deficit,16,69,0.048433,0.099857,0.485,-0.051424,0.2698,0.7868,-0.08421,-0.018638,8.0662,0.004509823478306361,0.011917672566573287,1.0,True,False,deficit,True,False,True
コンポーネント-component,-0.1912,False,deficit,22,70,0.065527,0.101284,0.647,-0.035757,0.3897,0.9827,-0.068543,-0.001536,3.5755,0.058637400296461986,0.11020689966433257,1.0,False,False,deficit,False,False,True
hotfix,-0.1927,False,deficit,12,13,0.037037,0.019971,1.8545,0.017066,0.8733,4.2162,-0.00289,0.038439,1.849,0.17389690619460824,0.269156608485037,1.0,False,False,excess,False,False,False
Azure,-0.1975,False,deficit,8,35,0.025641,0.051355,0.4993,-0.025714,0.2124,0.9272,-0.048518,-0.002918,3.7131,0.053986806248278445,0.10246537777291881,1.0,False,False,deficit,False,False,True
ニーズ-needs,-0.1986,False,deficit,10,34,0.031339,0.049929,0.6277,-0.01859,0.2973,1.1415,-0.04139,0.005641,1.8532,0.17340851474733895,0.26914280076914177,1.0,False,False,deficit,False,False,False
生ずる,-0.2008,False,deficit,11,51,0.034188,0.07418,0.4609,-0.039992,0.214,0.7636,-0.068502,-0.01433,6.4815,0.010900247085257438,0.025353613386151278,1.0,True,False,deficit,True,False,True
作成,-0.2014,False,deficit,174,444,0.498575,0.634807,0.7854,-0.136232,0.6979,0.8953,-0.196164,-0.064999,17.5611,2.7822793013893863e-05,0.0001229752846073419,0.046853583435397264,True,True,deficit,True,True,True
アジャイル,-0.2024,False,deficit,12,24,0.037037,0.035663,1.0385,0.001374,0.5154,1.9972,-0.020004,0.025593,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
ケース-case,-0.2033,False,deficit,51,191,0.148148,0.273894,0.5409,-0.125746,0.4047,0.699,-0.1742,-0.075886,20.5565,5.789756710762752e-06,2.963510729764278e-05,0.009749950300924475,True,True,deficit,True,True,True
ソース-sauce,-0.2035,False,deficit,36,182,0.105413,0.261056,0.4038,-0.155643,0.2837,0.5513,-0.199833,-0.11003,34.0752,5.30215859028244e-09,4.509512659613954e-08,8.92883506603563e-06,True,True,deficit,True,True,True
勧める,-0.2055,False,deficit,35,132,0.102564,0.189729,0.5406,-0.087165,0.3703,0.7511,-0.128498,-0.040117,13.0315,0.0003063026316659175,0.001086707775133853,0.5158136317254051,True,False,deficit,True,False,True
取得,-0.2103,False,deficit,63,220,0.182336,0.315264,0.5784,-0.132928,0.4384,0.7316,-0.185673,-0.081597,20.6948,5.386242974650869e-06,2.773832773489928e-05,0.009070433169312064,True,True,deficit,True,True,True
メリット-merit,-0.2119,False,deficit,43,152,0.125356,0.21826,0.5743,-0.092904,0.4076,0.7609,-0.1385,-0.048689,13.1002,0.00029526387030609215,0.0010534414355836,0.4972243575954592,True,False,deficit,True,False,True
ネットワーク-network,-0.2119,False,deficit,15,99,0.045584,0.142653,0.3195,-0.097069,0.1756,0.4948,-0.131294,-0.064287,22.4174,2.1937217912586667e-06,1.2438476419123214e-05,0.003694227496479595,True,True,deficit,True,True,True
製品,-0.2119,False,deficit,19,77,0.05698,0.11127,0.5121,-0.05429,0.2984,0.799,-0.087072,-0.020093,8.0612,0.004522204732803047,0.011917672566573287,1.0,True,False,deficit,True,False,True
develop,-0.2119,False,deficit,14,33,0.042735,0.048502,0.8811,-0.005767,0.4644,1.5365,-0.032843,0.022719,0.1364,0.7118603980852478,0.8394768279940877,1.0,False,False,deficit,False,False,False
クローン-clone,-0.2119,False,deficit,2,18,0.008547,0.027104,0.3153,-0.018557,0.0908,0.7681,-0.032818,-0.0043,3.9821,0.04598621022911643,0.08891019291140305,1.0,False,False,deficit,False,False,True
one,-0.2119,False,deficit,1,16,0.005698,0.024251,0.235,-0.018553,0.0868,0.5706,-0.029965,-0.007149,4.6712,0.03067217685295651,0.06284648846603262,1.0,False,False,deficit,False,False,True
全て,-0.2177,False,deficit,93,329,0.267806,0.470756,0.5689,-0.20295,0.4609,0.681,-0.264185,-0.144495,39.6643,3.01584183190756e-10,3.059444364417067e-09,5.078677644932331e-07,True,True,deficit,True,True,True
作業,-0.2198,False,deficit,66,212,0.190883,0.303852,0.6282,-0.112968,0.4862,0.7874,-0.168538,-0.058809,15.0743,0.00010336217994880403,0.00040955743772655526,0.174061911033786,True,False,deficit,True,False,True
マルチ-multi,-0.2201,False,deficit,15,43,0.045584,0.062767,0.7262,-0.017183,0.3916,1.189,-0.042841,0.011311,1.2067,0.27197783042243273,0.3938182858395329,1.0,False,False,deficit,False,False,False
項目,-0.2216,False,deficit,48,123,0.139601,0.17689,0.7892,-0.037289,0.5682,1.0754,-0.080091,0.012575,2.2712,0.13179812783077946,0.2150659372742564,1.0,False,False,deficit,False,False,False
見付かる,-0.2219,False,deficit,13,55,0.039886,0.079886,0.4993,-0.04,0.2589,0.8137,-0.067076,-0.012916,5.9457,0.01475308243933522,0.0330374878029794,1.0,True,False,deficit,True,False,True
CPU,-0.2227,False,deficit,2,35,0.008547,0.051355,0.1664,-0.042808,0.0512,0.37,-0.059918,-0.025694,12.1897,0.0004805472644772058,0.0016072146643499644,0.8092415933796147,True,False,deficit,True,False,True
意味,-0.2229,False,deficit,41,200,0.119658,0.286733,0.4173,-0.167075,0.3065,0.5542,-0.211328,-0.120032,36.5465,1.4906868364465404e-09,1.379294853063722e-08,2.510316632575974e-06,True,True,deficit,True,True,True
詳しい,-0.2253,False,deficit,27,125,0.079772,0.179743,0.4438,-0.099971,0.2918,0.6186,-0.138499,-0.064324,18.5784,1.6305520622220103e-05,7.691455666055645e-05,0.02745849672781865,True,True,deficit,True,True,True
構文,-0.2291,False,deficit,10,27,0.031339,0.039943,0.7846,-0.008604,0.3398,1.4525,-0.031408,0.014201,0.4237,0.5150892859420275,0.6521882387416349,1.0,False,False,deficit,False,False,False
見積もり,-0.2303,False,deficit,7,18,0.022792,0.027104,0.8409,-0.004312,0.3473,1.7118,-0.021422,0.014208,0.128,0.7204637707483963,0.8460676359416314,1.0,False,False,deficit,False,False,False
上,-0.2325,False,deficit,45,254,0.131054,0.363766,0.3603,-0.232712,0.2663,0.469,-0.285437,-0.184234,61.7383,3.922686351147446e-15,8.055858311380852e-14,6.605803815332299e-12,True,True,deficit,True,True,True
扱う,-0.2329,False,deficit,42,151,0.122507,0.216833,0.565,-0.094326,0.3994,0.7576,-0.141444,-0.048693,13.6177,0.0002240629767063295,0.000820265332116215,0.37732205277345887,True,False,deficit,True,False,True
手動,-0.2332,False,deficit,20,67,0.059829,0.097004,0.6168,-0.037175,0.3653,0.9442,-0.068562,-0.004413,4.0747,0.04353036143144,0.0847458134688381,1.0,False,False,deficit,False,False,True
深い,-0.2332,False,deficit,16,75,0.048433,0.108417,0.4467,-0.059983,0.2441,0.7262,-0.092773,-0.025771,10.3609,0.0012871574021309866,0.003838163238553184,1.0,True,False,deficit,True,False,True
場面,-0.2351,False,deficit,8,52,0.025641,0.075606,0.3391,-0.049965,0.1565,0.5917,-0.072825,-0.02573,10.5199,0.0011809674628763284,0.0035450074999710105,1.0,True,False,deficit,True,False,True
取る,-0.2353,False,deficit,60,232,0.173789,0.332382,0.5229,-0.158593,0.3945,0.648,-0.214239,-0.110124,28.9622,7.380386957518108e-08,5.22208892288256e-07,0.00012428571636460494,True,True,deficit,True,True,True
